x1,x2,x3
9.309193139574246,-5.3836223971610195,-3.2615785473953625
21.764276026629197,-5.148210976914992,5.242209929368509
3.864980307331943,-2.0437476754438904,3.1517905207873125
13.109143073499641,11.974642308283599,22.565435232475394
4.6862915414079716,-12.54987178313142,-7.821465300195382
28.667240244904452,-14.081021243974094,-10.983660187164768
2.803371055017101,21.06400772970815,24.599729348853383
-1.5958789413668606,-28.83912556714108,-24.378220662087227
-4.159998597935071,6.608327187725226,6.891833944303092
-17.374590630513275,-5.341643663933418,-21.416812218826244
-0.030276377187184345,-14.905668449723809,-20.901089107216343
-8.6056305935341,0.4161506408035609,1.6172066407169783
24.01684190957785,-15.927853670397369,-4.3285493208487065
-4.372779339805417,-8.739152649458303,-12.13085728611351
-15.964673201421427,-5.274252893041787,-13.81170321845959
-15.809075034565037,24.963170866861965,21.17469225862104
19.72856977901226,-16.165546047541124,-9.542671681275472
-10.444450672280432,10.176741707387592,7.219277414472209
3.456457317415549,-0.07061087443226732,-6.812446578497346
4.8515173166519014,18.458962530240427,34.353362826751955
-10.042500120647626,0.088345955650182,-1.5855100178840469
-25.20083186862904,5.272817921425247,-3.96504264640544
12.986284768330243,11.102580474886711,15.06168749065321
-2.6553926197008466,-1.4182297322469946,1.095708468006778
23.444313574844546,-28.31941485214227,-14.092388959154809
3.401361742346582,5.755571769724784,13.435155002092863
-23.749769184767246,-18.09929722689172,-26.33878983946972
-9.56697373778097,-14.962431438554585,-31.589243951629054
23.47770189566885,-1.8166311784128446,17.368298914434757
-1.8436952199285894,24.45044221466333,24.2213133038517
-1.4116900817118105,11.164288548098988,3.076741893988841
3.173035155719098,-26.07977706504132,-23.854201735052232
-28.1819192305781,-5.467722222432627,-14.231271766942882
13.005512996417952,-13.865726913956864,-13.897815155058023
-2.3898386525591766,-0.30132210009591287,2.055187096652209
-2.0351368540940236,-21.89863547170953,-25.26894391501036
-9.521907750302102,16.563166613102783,18.487942065551103
3.3824214351472683,1.700442933570075,-5.520388287874196
-5.919475757480661,5.5146849431661025,6.827858189183622
-21.096399963663846,-3.43141111989841,-17.91542368041427
15.525310776985252,-3.926986597825186,5.729538162633453
28.806506257824402,-9.145661374473068,20.15586245966653
-16.78038700058091,-16.146494670617777,-21.611590917046016
-9.592602804328038,-1.1185546628155723,-2.889756071847792
8.93714900484587,-5.542333105567458,-4.163751823296826
-14.520861674948163,-4.91644356484199,-12.464344314223474
-28.722571560922432,-14.35594683749065,-23.734605324763006
-6.66464073300561,-0.04811904785614751,3.7190984394140667
-0.21094990319171347,-4.1493648538915515,6.219603891748949
-12.733895217769508,5.377629413950652,4.269148639079143
-5.101739493320979,-3.659156555370763,-4.618792274041631
33.57995179121239,-14.982007620321985,5.376423420205754
1.8562883088086113,-16.89812083085522,-10.399559675308884
21.429469239722202,-10.00130072390149,10.546438338473136
3.7913724381731946,-12.54289459521079,-1.1761638373231662
13.438819847606702,-15.378980127062144,-11.184597035705554
-7.148861204588302,-8.658180873728991,-13.585264368010929
0.09239005904695644,4.246134268700455,2.094408997948052
-17.909820515067956,9.005017122775214,1.3984234215887854
22.317022573087893,-18.25648115759625,-12.173983542035426
4.819791923577191,-5.3305275103872525,-1.3543726267358065
-28.340332396586152,7.069570779910409,-6.733576680300405
-11.156458178705519,14.593463553901984,19.893211868769487
-0.9961960335508668,-2.158390297875422,1.994368801308265
-2.3572832645214574,-9.620721178762828,-11.961994322178906
-14.345215399493972,7.06604380072209,-2.0949033610014656
-5.043739393754778,14.169438984296697,7.314658976395194
21.33392391029315,2.010474772354331,12.55642487591664
34.026436948796366,-2.736512969569353,8.291087801372818
-37.56989914450848,8.335092318709863,-10.777451682935496
14.49450601420499,-8.999512931649726,-1.5001162771585177
-4.370852627842634,-7.710661523843936,-5.072725749987329
-13.652911412561311,-23.063012482436626,-26.56931915310975
18.103213453302775,-8.773836121481215,14.653907097873512
-7.750071664212736,5.590453521284447,3.6824649461861148
-18.776296784624147,-5.012886567272769,-20.100186843216612
-2.7690578035682116,-4.039005187100471,2.072205288089978
13.974867340036278,-2.236672509917722,4.767896443587872
-0.3148875479918145,4.253351858192729,-2.2798377690750082
8.572598129314269,13.945131149353813,13.129426775852641
6.97711868220052,-13.588328551211331,-8.375714710291215
-28.575643905503863,22.036720349905714,4.083740515918214
10.053745967217077,-20.02298523522552,-12.155000842203728
-19.466296550897155,5.575169214284366,4.947721875029938
11.169573037319246,10.51096782169278,16.66676394355309
-27.58821918123443,5.538762725335774,-15.908948671314342
1.2684689371414453,-2.97751947988478,-1.1543631433656574
2.2211392856684866,-0.8538757453862317,-3.1445751294832016
-12.544893023729612,9.660916934319546,3.3001139101423824
-19.54470062483977,7.304239274160067,-7.888825160697754
19.362952609793133,-1.0419644882893158,1.7055152367761455
-36.709431986539045,6.177612627110575,-7.830062206954863
-4.581407641689334,15.39932069135564,15.645025987802244
-11.540678453687443,20.322900382557762,16.019467275153985
