Id,X1,X2,y
0,9.506127890543848,-0.4041621611173145,1
1,0.24972269119377177,1.2349084518772298,1
2,7.311201443329364,-4.120095601156031,1
3,-1.3853724051099978,-1.2162654489736613,1
4,-11.565322699724149,4.387536289262297,0
5,0.7713473154873562,9.327438406959878,0
6,-22.48125285560265,9.233651725557216,1
7,3.890655761411165,4.99705329316649,0
8,-17.81940232004012,12.508910905048477,1
9,-2.460653086714713,-5.810400018707374,0
10,1.0352600195645287,-8.502359464383307,1
11,-3.849728841485975,1.4953882991540544,0
12,-2.7155430799911158,-2.4689534234542583,1
13,-3.84149764291481,2.4583368882496703,0
14,-3.353724717082926,2.293901796222846,0
15,3.4781938903333565,4.856580400075879,0
16,8.42248111362801,3.0645645619348643,1
17,-4.1015274139403095,5.4129245743546335,1
18,-4.407744291417236,1.9032230778762442,0
19,-11.487612683404237,6.4183998072378055,0
20,-9.421486689671067,-11.154936695539227,0
21,2.2247128987924976,-5.469817220158123,0
22,-7.233221384833091,9.215852734147134,0
23,7.44672975606493,-3.719335051418879,1
24,-7.760919786150086,3.902099645747543,1
25,-14.86064020202334,-10.316333614138937,0
26,-1.8442791195676393,-2.0715127534194178,1
27,-2.461616040952304,-1.4881961698412192,1
28,-0.6707827058194598,-0.005546053770574932,1
29,6.919438337325778,21.230584083139064,1
30,-1.7177234510893888,-2.2533093646125195,1
31,-2.632664794836132,3.6397858228178217,0
32,-2.4721930093474622,9.706030556405974,0
33,-1.5960591897540466,1.4013401266730552,0
34,-2.5439056650480487,1.2654851038218042,0
35,-10.141261081709557,-6.2273657238948905,1
36,1.1510550170411253,4.405722053509533,1
37,-12.018551332911397,-11.038909069006827,0
38,-9.238616109155394,-1.9862097184943366,0
39,6.18513089978222,9.536030619640497,1
40,-14.27629674176659,-14.913825477892757,1
41,-3.263396722732968,2.32674023458126,0
42,-2.777523105964208,1.4881537528831497,0
43,-2.951667472851417,1.880749787294043,0
44,-4.843310671252738,6.263983440667471,1
45,-2.7045888002931706,-1.1107406740364048,1
46,-6.786675886350704,-5.88545457414886,0
47,-10.716856023914962,-5.561401364895309,1
48,-15.540654852723023,-6.844203494092048,0
49,-2.46794436719692,2.5772568912399776,0
50,-3.5543505382524834,1.6960919033412478,0
51,-7.443326887576605,10.330273894742685,0
52,-3.8730098499597245,-5.154856656663161,0
53,-11.87185760895509,-1.8486152679172099,0
54,0.0864835559714896,3.392277873167399,1
55,9.801937216610042,12.31943401275845,0
56,-1.7845732320659193,1.6979231007133555,0
57,-14.919172269610865,5.907769958452903,1
58,0.9949850639256361,-13.135406165070115,0
59,-9.34278558021797,-12.410724462873539,0
60,-7.28863333772103,-7.429672955432651,1
61,3.534266501578278,12.865299139111041,1
62,2.7789552731500695,-0.48265662663013575,0
63,-3.744023162827726,2.2838812401790665,0
64,-3.8303705144335893,2.4121298524565207,0
65,-6.51032134339146,0.018731052103182932,1
66,-3.805161742534633,-1.6353618163820105,1
67,-8.637028422032607,-2.392788528871736,0
68,6.871466054869175,-3.2085933857940985,1
69,-6.001893767444123,0.19507814091957032,1
70,-3.2886124613831966,-9.543611897784146,1
71,-5.745926153192739,14.793224394697518,1
72,0.18058105050862672,17.650584004440173,0
73,-0.8597590467777483,4.178651620418673,1
74,-3.651527585053458,5.416170197174164,1
75,-3.5220278371782645,-1.8445759303928018,1
76,-3.2307000783761013,-1.1416367362946147,1
77,0.6235961668712449,3.5773314819325535,1
78,8.980003278910743,6.350204528867814,1
79,4.058847887157757,-0.8351286697940505,0
80,-0.448600435074304,-0.8930191088699222,1
81,-2.3640205168774084,3.261988147262584,0
82,-4.955582789521804,-5.788690769616126,0
83,-1.3701657193732744,-1.189152491458509,1
84,4.894415755708692,2.186374138907645,0
85,7.438205858858066,7.003031992715222,1
86,-0.5781702085983973,13.38350927041012,1
87,-2.2742208192996243,2.4568156515895945,0
88,-1.2337980711400742,0.9456938324940736,1
89,-5.995698910402336,-9.96132391231755,1
90,-6.714715165155263,-3.379044255358335,0
91,-2.9945901858326875,14.896462101956669,1
92,-0.42312308579714486,8.874344205600655,0
93,-3.5807148941335143,2.4720455463835225,0
94,8.810130492674023,8.026717009823304,1
95,-1.6975669752807736,2.0461794056477243,0
96,11.866869955607669,-1.7388140325788792,0
97,3.593333915150666,16.201982497377248,0
98,-3.617720156688672,9.2540084530465,0
99,7.575343086855191,0.6390187814856301,1
100,13.078268379309197,-7.763808500927035,1
101,-5.520526895548213,4.1062954056471455,1
102,-3.1812577124291,2.2258553667617953,0
103,-4.602393154003382,6.194248013052316,1
104,-12.293304190362232,20.082186322544366,1
105,4.841375622404409,-0.9561722278833305,0
106,-6.92215944365304,0.6100617009986531,1
107,-2.1752658502192013,1.4972303198581702,0
108,-9.216623068788394,-12.876651514131407,0
109,-3.2052312298948835,2.2037929450074003,0
110,-11.493850148072099,-15.831730081616517,1
111,-3.083130909199196,2.270384086189492,0
112,-8.914003634311038,6.743815057015595,0
113,0.7357381181602629,3.6928594516328497,1
114,-8.569534516896798,2.088310801355474,1
115,-10.75985394928745,-12.403053805316258,0
116,-4.95408523642628,4.932119737884525,1
117,-0.7941880949930917,-6.393566605002198,0
118,-6.469416762268483,1.1591695903024486,1
119,-14.647820570805784,4.923624742200353,1
120,3.083975724684244,2.8485427445491824,1
121,-6.334118132311967,8.689067515460167,0
122,-3.130246015365993,2.392964299843516,0
123,-4.1034683823376215,1.51474152688854,0
124,0.44779373497327635,4.7076092886896514,1
125,-15.264316268747894,0.13119849977571096,1
126,0.6726940464115132,8.043648153223057,0
127,-7.014626138574258,3.4160725789775057,1
128,-2.9375458442871905,1.0350503806806683,0
129,4.168737939733556,5.1072371431729735,0
130,-3.4383158518316423,3.323587640912168,0
131,-4.154312928116871,3.5705839893978917,0
132,-8.92192322254061,2.51911974583677,1
133,8.487593596342208,-1.4951559202699505,1
134,-2.6919364933375918,1.5886254447780366,0
135,1.7577051985884928,6.08719048804786,0
136,-4.111254289045394,2.341490298545877,0
137,-9.899445049578672,5.736023857642088,0
138,-20.75023544151727,-8.79453602363327,1
139,-15.877837554028616,5.963744629230698,1
140,-12.850682631180863,-12.99585311008483,1
141,4.58675971637087,0.28796565283882436,0
142,15.576696244766453,-6.009483821851732,1
143,0.39474725666685817,-5.713653145457035,0
144,-15.751716316942503,-9.953436884972266,0
145,9.294154346172913,-9.509124508094477,0
146,-2.1824659776816304,3.2891251058703848,0
147,-19.411912339112213,5.5242268912205645,0
148,3.9753140732574943,1.292667887716328,0
149,-6.173124382425984,3.8600542535472115,1
150,-1.9011957144323697,-1.7684077988335605,1
151,-0.2640657251049854,13.021112250716918,1
152,7.699037169802867,15.642917891114546,0
153,-10.269790446561661,-0.3199576837173064,0
154,-10.498095765612678,2.2917044043603747,0
155,-2.44334268889528,-3.2672667064994894,1
156,4.469688632512281,-8.581613525575992,1
157,1.292866922535718,2.948974226768568,1
158,-7.335711466427784,17.772871487991516,0
159,-3.503172159858956,0.26832009560354164,0
160,-3.3576493287294107,-1.3359639621040786,1
161,-10.850245867545784,-7.610750545852594,1
162,-8.463927182578306,-8.900642325921073,1
163,-0.015677900670139078,2.7642059764255578,1
164,-9.318870832351095,-2.9986471180589076,0
165,-0.7967777133433565,-0.03513522871266872,1
166,-3.169845437833754,2.2404725788711426,0
167,-2.414056712507886,2.245749528912047,0
168,4.669637129658671,-1.203689662628682,0
169,-2.3582473936703754,1.2736088545293534,0
170,3.0270530506924835,-0.4160055454249032,0
171,-4.273689543793689,-1.4887260137965028,1
172,-1.713751126114813,18.147354237863592,0
173,-2.6150239547234215,3.4503116233129516,0
174,-7.258147490207687,0.7764527250217115,1
175,9.630491086604177,0.3602774346130564,1
176,-5.479126392849099,-2.478376924463375,1
177,-4.262117982345113,3.4925942663513525,0
178,-12.308591114919121,-12.136577094376538,0
179,9.064601392269939,-12.419109663920285,1
180,-2.583003832074843,1.9582184156903106,0
181,-22.166696277322163,-5.168121067707026,1
182,11.426608141076535,-12.635206895649244,1
183,-0.7708852918022489,-0.7516542484515591,1
184,4.56693319570877,1.8311930555702562,0
185,-0.007977647912965402,-7.709849271510897,1
186,17.554118816259262,0.5273982189825563,1
187,-3.0428306642917584,2.017854725833111,0
188,-5.224707957849466,10.870453179524041,0
189,-2.4835573793459185,0.7791987917910779,0
190,1.727202905715302,8.598659926682732,0
191,-2.9151414444892083,2.5042546364657907,0
192,-2.8848939373944362,1.5945505108495817,0
193,4.7305159441079425,15.108540908101613,0
194,3.2681673987677504,-3.0929085138575587,0
195,-2.4540598020015305,-5.894039075897793,0
196,-6.514635784287142,9.23251357101488,0
197,-3.136042000923572,2.1661239079192844,0
198,-0.29254687741505103,13.739312789055806,1
199,-3.672277410319375,9.235047708973553,0
200,-5.984678217066344,-11.780695883798238,0
201,-3.0139914457708006,4.0087394124744,0
202,4.7676994178352725,0.5330550449483713,0
203,-16.64900309741876,9.914876869958334,0
204,-3.319759563636396,0.8717494737071743,0
205,-2.794773193802354,2.7829034318566555,0
206,10.19611741642526,1.0050296874707105,1
207,-1.4402496876412132,11.05295900627775,0
208,4.304967814781953,16.608842419800048,0
209,-10.161086836095558,-11.78459686385975,0
210,-7.119207316673464,-4.774880714827117,0
211,-20.55816132888961,-7.25024714280502,1
212,12.827401396318017,4.364351719648148,0
213,-7.824436562567333,0.7300432974637039,1
214,10.10976930098457,-4.739516947810269,0
215,-4.607455482044193,1.6338024502262227,0
216,-3.2710752886817467,1.838589860928598,0
217,-9.021485696798337,4.673254304614917,0
218,-1.5322099551115245,-2.4484626354645167,1
219,-11.552485782729647,12.1407142751309,1
220,-8.739638397553808,-2.162496807905108,0
221,-10.356954092109266,19.675835646864922,1
222,-3.8432660062541295,2.6961575461946388,0
223,-2.2320796591146266,6.95855439153162,1
224,-22.2233786518894,8.338205649112302,1
225,-0.16865686253070544,4.430571339430063,1
226,-22.182492316355784,6.771636022550028,1
227,-4.140503085441886,1.4666763971992394,0
228,-0.9000428838001486,7.486954979627149,1
229,12.158719360216182,-1.3626957486610638,0
230,-6.01397932453164,-1.525788395534585,1
231,-3.250613610404017,1.4402534253452464,0
232,-3.6312819322958148,6.72052429865415,1
233,1.4619078130150642,1.3814966655773575,1
234,3.3669490013370167,7.627440374144011,0
235,-2.5484357788955765,2.056591733078985,0
236,-3.275621996727289,1.6337441916909832,0
237,15.482737679681737,0.3982999433301311,1
238,-9.275322888514062,8.0027577957955,0
239,14.309179475601564,-0.06562031874802177,0
240,-11.165905457204936,-1.7176356769650463,0
241,-4.3237271696792225,3.006981445114393,0
242,-14.371436655570946,2.871687032196032,1
243,12.808031113141986,15.091358507605577,1
244,-22.63805230323327,3.3711368522497347,1
245,6.321226413655343,19.30188353700919,1
246,-5.1738820535652135,0.7153980776775708,1
247,0.6080527077661135,3.329572256461823,1
248,-6.422610923481354,2.9136348760383433,1
249,1.0136847766306811,-0.19918296035041783,1
250,-3.216409414242075,2.203607678313801,0
251,6.466056292856494,-10.489910724950516,0
252,-6.774004552340257,-7.673447908164726,1
253,4.071597504026982,-7.20954853025139,1
